booking_id,hotel_id,hotel_city,customer_id,customer_name,customer_email,check_in_date,check_out_date,room_type,num_guests,total_amount,currency,booking_status
64621d99-b3b4-4233-9ea5-3f42f66c3fab,1573,North Phillipmouth,f9065dfc-90a3-4f61-8d70-e8fe39c1c99d,Brian Nguyen,mcfarlandtimothy@example.net,5/17/2025,5/23/2025,Suite,2,567.52,INR,Confirmed
240c1a42-8e8d-4650-92e1-da796b51307a,1968,Port Nicole,5c79cf1e-067a-4b8f-9b55-f3c08ed2d2e8,Rebecca Gibson,donna38@example.com,11/10/2025,11/20/2025,Suite,4,107.42,EUR,Cancelled
29c83eff-bf1a-4c01-bbe9-4c72a0b45c14,1468,North Judithshire,d4993768-202c-4908-ac47-0c712e434172,Blake Lopez,tomjohnson@example.com,4/13/2025,4/16/2025,Standard,1,201.31,INR,Cancelled
b4b12064-ac7c-46cc-90e0-d82feced394d,1767,South Phillipville,38412c08-a7e6-4d74-90da-599d8e972569,Brittany Mcguire,aarmstrong@example.net,9/1/2025,9/9/2025,Suite,5,422.93,INR,Confirmeeed
aefecd61-4064-436b-811f-016789a96f53,1668,Donnaport,c9cb4487-81bd-4c27-8e9b-064c0cc04b24,Carl Cummings,anthony49@example.org,1/20/2026,11/20/2025,Standard,1,66.07,INR,Cancelled
4d628b88-7034-4056-8fd2-4ddd30769eee,1252,Kristiberg,c4a04b2e-3c41-4bb1-90b1-48aad1682012,Jeffrey Collins,invalid-email,12/22/2025,12/23/2025,Suite,1,112.93,EUR,Confirmed
2ada5a37-b3f6-4150-b92a-c814b2a867df,1258,Lake John,5923a8ee-83e7-4660-85fe-e22794b2fab3,Brian Holder,matthewduncan@example.org,12/21/2025,12/23/2025,Suite,2,-562.68,EUR,No-Show
2e0a40dd-ae42-4202-bdc1-545c9de8da3b,1710,East David,62f6c86d-b09b-41f8-9c8a-20343dc3ae35,Julie Perez,invalid-email,5/15/2026,5/17/2026,Suite,1,244.65,INR,No-Show
400c60ec-a6e8-4c1e-9625-f8f820ba9e5c,1268,Lake Kyle,88110ec8-9780-430e-90e2-9738604e98b3,Wendy Marsh,brett00@example.net,5/13/2025,5/22/2025,Deluxe,4,220.22,EUR,Confirmeeed
ad397885-595a-4821-bcd7-15af32665cf1,1300,Danielhaven,c8ccaaba-8045-4b92-b1d4-2d0a8756490a,Amanda Johnson,donaldsullivan@example.net,31-02-2024,7/23/2025,Suite,2,570.54,EUR,Cancelled
3e247a9f-ce30-4f93-b0f5-4dec2c768516,1717,Moranville,2e6b63b5-278a-45cd-b3c4-c2912f088209,Timothy Flores,kayla19@example.net,31-02-2024,5/21/2026,Suite,3,471.9,EUR,No-Show
5782cd7d-7978-431e-a308-22e3143cd1de,1805,North Herbertburgh,dd720daa-0cc8-4413-a717-8ffc17c8389f,Brittany Carson DVM,ramirezjessica@example.net,3/7/2026,3/8/2026,Deluxe,1,404.85,INR,Confirmeeed
ac891ddb-e674-4f83-852d-f9086ddfc089,1596,Carolview,49df110c-761c-475b-97ef-5af737d902f7,Katie Thomas,invalid-email,2/11/2026,2/15/2026,Suite,3,595.52,INR,No-Show
b1c5dad7-031d-4a6f-b86d-7222b0dd7363,1922,Sandersstad,81c68537-2f52-404d-940f-41ba22b4cd37,Anita Thomas,douglas32@example.net,31-02-2024,9/23/2025,Suite,4,482.37,EUR,Cancelled
e29d5883-10c5-4b12-b2f1-c3eabbef0873,1315,Bennettfort,16f767d8-924d-4717-976a-9ef5b7592c24,Jamie Kelley,jeremy09@example.com,12/22/2025,12/29/2025,Standard,4,-213.7,EUR,Cancelled
884722ce-394e-4a05-b14d-a945ad9fade7,1802,North Christopher,eb4943ea-0ca7-42eb-a9ad-af5e1dec6297,Nicole Nelson,jamesross@example.com,2/12/2025,2/19/2025,Deluxe,3,345.77,EUR,Cancelled
826c3bc9-0381-42e1-bf0b-4b1af8153a1c,1424,Douglasfort,0a9c3407-f9ee-470a-91b5-635d46bb25fb,Jacob Walker,wardtara@example.org,12/16/2024,12/18/2024,Standard,2,56.15,EUR,Confirmed
5c900f02-940e-48af-b38f-b4f57fbefe5e,1019,Kingville,42c40cb9-3689-439d-8d25-d91eab5eb520,Thomas Fischer,invalid-email,2/19/2025,2/22/2025,Suite,2,141.02,INR,No-Show
df0451c7-292e-49c0-8a81-323dda99a495,1474,Markville,147a9d9b-9288-4959-9f06-58c2bc49ef4d,Maria Stewart,jeremy54@example.net,11/28/2024,12/4/2024,Suite,3,233.76,EUR,Confirmed
caf3f253-8be1-4dd6-833d-8ffed18abfca,1348,Steveshire,bc151ad7-95d0-4bec-b402-293145dc9212,Matthew Berger,xwall@example.org,12/2/2025,11/20/2025,Standard,4,309.52,EUR,Confirmed
93b93d61-e5b4-47fa-88bd-3de98e045cf2,1434,Josephfurt,1a7f65e9-84bc-47c0-a243-4c1e7a3e2a52,Alison Crawford,mark26@example.net,12/6/2025,11/20/2025,Suite,2,512.98,USD,Confirmed
4fb61800-0c11-4382-b7a8-9b633c97308d,1176,North Victoria,15547e22-1eb0-4c6f-b7b6-3924f65956d1,David Gonzalez,bobby65@example.org,2/20/2026,3/1/2026,Suite,1,441.65,EUR,No-Show
310a2ed7-8268-430a-a4bc-0105f46650e8,1755,Joshuamouth,0b062594-ddf5-4b10-93c6-f47b9e124168,Charles Parker MD,james50@example.net,6/25/2025,6/30/2025,Standard,3,-215.21,EUR,No-Show
9e5cf6be-4bea-41e4-937f-e1148fc32003,1455,Debbiemouth,68944e30-9623-4863-87d2-b348f4d29b5f,Lisa Williams,tware@example.com,3/24/2025,4/1/2025,Deluxe,3,514.04,USD,Confirmed
8aec6145-76e8-40ce-aa65-b259554852d8,1101,Christinafort,d31b5534-ee9c-4aa0-9e08-38fcfecf6ae6,Michele Stone,farleytimothy@example.org,3/15/2025,11/20/2025,Suite,4,139.93,EUR,Cancelled
41542161-ab10-47a4-aed2-f8103c6f9d7f,1147,Port William,271c1994-84cf-4d85-ba12-9e7d87a2affc,Linda Rivera,michael71@example.net,6/21/2025,6/29/2025,Standard,4,184.24,USD,Cancelled
1cecac6b-098a-47bb-9e58-0bd602b2e572,1135,Andreaborough,2fce282d-c6ad-4395-a21f-17365dcd1d6c,Edward Jones,invalid-email,9/9/2025,9/14/2025,Suite,4,335.47,INR,Confirmed
000eef17-ff23-4d58-b777-4bd075222401,1687,East Andreachester,797bcba3-b2f9-4048-aa0e-f49995603837,Megan Smith,shamilton@example.net,1/25/2026,1/28/2026,Suite,1,587.53,EUR,Confirmed
9d957a60-5915-4a40-b429-789d56a33d1d,1004,Jenniferton,df8582f4-9427-422f-8c36-8464ccde8484,Jacqueline Smith,pittmanjack@example.com,4/26/2026,5/2/2026,Deluxe,2,404.66,USD,Confirmeeed
fe2ec39a-0ad9-4017-b47e-84593d863340,1693,Matthewchester,5800fac2-7b9f-4b18-a102-ffb531c6bae5,Jody Silva,cherylbutler@example.com,1/14/2026,1/22/2026,Standard,5,80.65,USD,No-Show
b4156c65-c1a0-477b-a4ec-9091f301eda7,1666,Ryanville,d930c220-ca21-4413-8cd8-cacbcae303f3,Jimmy Holmes,qjohnson@example.com,8/12/2025,11/20/2025,Deluxe,2,372.94,INR,No-Show
30f19aaf-7a29-4ebe-9049-332177103f1f,1438,North Brookeberg,88c24f59-3ca0-4e9f-9ba0-d521505fac75,Ann Davis,wallacekristina@example.org,4/18/2025,4/23/2025,Standard,1,454.42,INR,Confirmed
96645d91-34f8-4f7d-b8bf-f2199dd9f6e3,1473,New Lisa,a465c34e-1c8c-4fce-ac22-5a9c9223aa50,Judith Hunter,bball@example.net,4/30/2026,5/10/2026,Suite,1,152.31,EUR,Confirmed
945e8cbb-3397-4707-834c-c13db78d5ba4,1578,Flowersfurt,dc3ce25c-a602-4ca8-917a-85c517c17c66,Brendan Medina,stacylawson@example.net,3/22/2025,3/28/2025,Standard,1,89.94,INR,Confirmed
edcbb9be-2dfc-4941-b079-dcbe7de90b9b,1271,Pamelabury,9f2fd0bf-9191-422a-af7b-01ec4f71c0da,Jonathan Russell,laura44@example.com,9/6/2025,9/13/2025,Standard,3,520.97,INR,No-Show
a04d5c09-c406-4380-9c92-bbd800c42e77,1238,New Grace,3c207309-4d77-492b-9c8a-4e2533f51565,Matthew Wiggins,lsmith@example.org,2/21/2025,2/27/2025,Suite,4,518.26,INR,Cancelled
db59ba1c-ab49-41de-82de-b1e61c5973d4,1900,New Laura,a259e9e9-ea0b-4a2e-aff5-c7c9cf081424,Paula Sharp,allenvictor@example.org,2/16/2026,11/20/2025,Standard,1,330.69,INR,Confirmed
b5a7839f-ba65-4f8a-989c-34d757b5d710,1130,Shannonview,4d3d933e-4df0-4660-b0ed-fa2445e368a2,Andrew Eaton,sharon40@example.org,2/22/2026,2/25/2026,Standard,3,450.79,INR,Cancelled
bd6d9b6c-82f7-4cd9-a3a6-06a5d9533f29,1911,Lake Mauriceport,c614736c-e4ae-41b1-92b0-19a1b9e381f7,Douglas Green,cooperjose@example.net,3/19/2025,3/29/2025,Suite,3,525.1,INR,Confirmeeed
4494802b-dd00-4514-a0d3-7610eb7a3de4,1789,New Amandashire,934eacdd-a227-4057-8a3b-89292cc1ac7f,Kathryn Gallegos,stephaniehamilton@example.com,2/6/2026,2/10/2026,Suite,2,-193.8,EUR,Confirmed
7a06d60a-ce56-4297-8c1f-e57ea063fcdc,1513,Amandaton,2fd6c189-2e00-450e-8ca9-e7d90b0a57e4,Linda Mcconnell,victoriabarnes@example.net,2/3/2025,11/20/2025,Suite,4,254.22,USD,No-Show
9c5c9c80-0b1b-400f-8d9b-11a586e861ce,1245,Port John,125609d8-d00d-437c-ad19-1f9567349693,Christopher Lewis,tammyadams@example.org,12/9/2025,12/14/2025,Standard,2,588.15,INR,Confirmeeed
99f46ec4-3317-40ab-b8c5-e65f8cd3e5f2,1761,Lake Sharonberg,fc7b2099-a8c0-4992-8607-8f43e8313639,Tabitha Delgado,invalid-email,4/13/2026,4/22/2026,Standard,5,592.61,INR,Confirmed
dd5311e2-cc43-4890-b634-33e56f47939b,1369,South Rayport,a000225a-ff33-4ed4-8741-ac367a719bdf,Kenneth Cooper,invalid-email,12/22/2025,12/31/2025,Deluxe,3,451.1,USD,Cancelled
0811621d-8fd6-4d3b-bd84-13f7053669e5,1633,New Davidbury,a51cb3bf-1c9f-405f-bbde-51633eba8d35,Bradley Torres,invalid-email,1/1/2025,1/9/2025,Standard,2,212.04,USD,Cancelled
13feb466-0209-43f3-bb12-5c7443cf6725,1624,Lake Lorichester,fc49d761-78f8-40de-9e64-9d66d23edd42,Isaiah Rios,cameronolson@example.net,3/5/2025,3/15/2025,Deluxe,4,103.12,USD,Confirmeeed
12736ad7-ce53-41fa-8342-4ec29a4ac831,1376,Phillipfort,c394d32e-7d67-4a82-8677-060b83626570,Deborah Martinez,xbarnes@example.net,12/25/2025,12/30/2025,Suite,2,545.94,USD,Confirmed
1c9a63f6-da08-44ba-8084-d4bded53e624,1182,Brucebury,2aaeb7aa-eaf7-4424-8913-9acd4bca97fb,Rachel Garcia,julia88@example.org,10/26/2025,11/4/2025,Deluxe,1,171.96,EUR,Cancelled
3a5095eb-2bed-4a4e-aea6-070811844815,1232,North Stephanie,0bad58b8-3537-48f2-be04-c453fb41c40f,Stephen Vega,jeffreyjackson@example.com,5/4/2026,5/12/2026,Standard,2,504.28,USD,Confirmeeed
d1091704-f7c1-4620-8f2a-3093f2c7f981,1587,Johnstonborough,05338d1a-9bce-4f0b-8aba-7fc2adf0e639,Chelsea Hahn,tgarcia@example.org,5/26/2025,11/20/2025,Suite,2,200.2,INR,Confirmed
27dcf581-d1f2-4da0-8ec1-e5a30313c5ad,1091,North Shaun,da138110-e9ed-4e59-bf05-931db9c095b5,David Moore,yvetteskinner@example.org,1/23/2026,1/24/2026,Standard,3,-276.45,USD,Cancelled
187e3ee4-2314-4486-8377-50c9bde43527,1109,North Brianberg,95b4a40a-6546-4dbb-9be7-8f91673f3eb5,Tammy Lee,vjohnson@example.com,2/2/2025,11/20/2025,Suite,4,57.86,USD,No-Show
9b74dadc-be0c-4b18-acfb-21125c9e294d,1357,Michaelshire,d6a3d522-1ded-40ba-9fad-c1de7e2477aa,Tanya Jordan,zmartin@example.com,2/8/2025,11/20/2025,Deluxe,4,551.12,USD,Cancelled
57c8ee8a-a68f-41c0-bd18-02cee4236796,1275,Camachoport,f8676f6c-f373-4fb7-8176-eb11de4679a3,Carlos Sosa,yvaughn@example.net,31-02-2024,5/20/2026,Suite,4,589.7,EUR,No-Show
eb6c4d06-4b3f-47a2-a69e-3ce785b86ffe,1962,West Bradleytown,5b741a8c-b779-4013-8fee-9cb2ecc630aa,Christina Burke,sevans@example.org,12/5/2025,12/9/2025,Standard,3,448.93,EUR,Cancelled
404f1a74-12aa-4e4f-bb68-1814d093d8b4,1003,Port Rhonda,ac341996-d8e9-4059-a87c-768ae885baa6,Jesse James,russellmorgan@example.org,7/20/2025,7/24/2025,Standard,3,-150.99,INR,Cancelled
b2722ed6-f3cf-49af-bdfc-9a810c7babd9,1031,West Johnfurt,950bf292-71c1-409a-915b-ccef3b7035dd,Danielle Jackson,nsoto@example.com,8/31/2025,11/20/2025,Suite,2,465.25,INR,Cancelled
38bcfa5f-0a85-4db8-9596-81065e42f052,1851,East Fredside,3afd5709-5e03-4a22-9bf4-cd8bca3e6b23,Nancy Sanchez,ann65@example.com,3/22/2025,3/25/2025,Standard,2,-538.72,USD,Confirmed
7e5d4754-cd9e-446a-a457-df4bad74ddfa,1777,South Jayville,a4558d59-b1a9-4f1a-a774-332796406837,Beverly Nielsen,scott85@example.org,10/19/2025,10/26/2025,Suite,1,265.54,USD,Confirmed
087fba1b-6026-40a8-a972-d2741b4de53e,1245,Fuentesport,5f0ef0c3-b81e-4c55-8cda-3f310d654a6a,Yvonne Hardy,flopez@example.com,4/9/2025,4/18/2025,Deluxe,1,538.14,USD,Confirmed
969b6d92-34c9-4e98-9572-e2d52163b928,1220,East Josephland,a365d00a-f898-41ec-b38c-147f6f48a562,Michael King,hernandezalyssa@example.com,7/16/2025,7/23/2025,Suite,4,417.31,USD,No-Show
f0207c75-66bd-40f6-9163-5eaf10bc4ccd,1214,Clarkefurt,8670b658-8766-40c6-9eca-fd0006baf740,Kristina Stone,bradleytaylor@example.org,5/8/2025,5/9/2025,Suite,3,563.66,INR,Cancelled
da4a4e55-9214-4d87-90ba-db74883f6429,1382,Cruzstad,e78f660f-0cb9-462b-8557-4f36ca2e3239,Catherine Hill,invalid-email,12/14/2024,12/18/2024,Suite,2,285.48,INR,No-Show
f0d187eb-1c14-4f2a-b132-8d0b55e9a4a4,1982,South Jessicaberg,60f799a1-06bf-43e4-ac6c-cfc79a904fe8,Aaron Franklin,mark77@example.com,6/17/2025,11/20/2025,Suite,1,319.98,INR,No-Show
deddf982-03e1-4543-a982-401ecd1eced8,1438,North Jesseport,61156559-e851-4283-b645-8da76c5f9da6,Gary Lopez,invalid-email,6/9/2025,6/14/2025,Standard,3,230.11,USD,Confirmed
de29b5e3-47de-43d2-a936-d18ea0524ae0,1014,North Cindy,79f323cb-bcfc-4b1f-b9b8-ec2a5f29ec8f,Timothy Gibson,maxwell29@example.net,31-02-2024,8/12/2025,Deluxe,2,561.51,USD,No-Show
377f6f0e-58d4-4127-8997-d2d410c71463,1248,Lake Tanyastad,9ae71bb9-e315-4c25-9d43-24b6abb12bbf,Brian Lewis,vsparks@example.net,1/14/2025,1/24/2025,Standard,4,461.97,USD,Cancelled
e9d061e5-da2e-48fa-adc1-d215c1caed4d,1985,Daviston,7d5ad63b-14c6-4f17-b709-b081c9e3a01c,Jennifer Molina,adambowers@example.net,4/14/2026,4/15/2026,Suite,5,583.99,EUR,Confirmed
6e9a0a99-944a-4a2f-b36a-f79b3c2ae527,1173,Lauraland,ede03361-273b-43a8-9ec2-a55e0a212d9d,John Delgado,christopherbeltran@example.com,4/22/2025,4/23/2025,Deluxe,4,180.73,EUR,Cancelled
89cde0b9-1c1b-4559-b84c-2c2b89e6100e,1898,North Nicole,b499727e-c235-4ae6-80a4-f927c3953d6a,Donna Valencia,invalid-email,1/23/2025,1/25/2025,Suite,3,297.04,USD,Confirmed
6ba7e84d-8e24-4599-ba93-b8738a678782,1537,Melaniehaven,1805b93c-e949-4f89-8c80-5f37e8e77658,Tracey Berg,grahamjason@example.org,4/21/2026,5/1/2026,Suite,3,507.5,INR,Cancelled
01297fa2-71e5-4851-b834-8d82fece297b,1839,Timothyview,7493ac14-1501-483a-a3dd-9d46431626c9,Christine Carlson,alexandrahall@example.org,10/15/2025,10/20/2025,Deluxe,1,237.75,INR,Confirmed
64aa4a00-92b4-4801-bd4d-a282f4de18fd,1569,Johnstonchester,d52be62b-8b64-4023-b1f6-ff13e53829be,William Ellis,qfleming@example.net,9/18/2025,9/20/2025,Deluxe,1,360.36,EUR,Cancelled
4df7af11-c534-4118-b997-da46657b4bf3,1232,Bradleyfurt,2305b9c2-2375-44c7-8de8-c3779af55911,Brianna Hill,tryan@example.org,4/28/2025,5/4/2025,Deluxe,4,79.41,EUR,Confirmed
9a3d526b-681d-44d6-a347-f4a37d66b68a,1534,South Anthony,5d867078-23f8-4aaf-8572-8cde1595c94c,Gail Hahn,invalid-email,3/5/2025,3/13/2025,Standard,5,596.21,INR,No-Show
052c14ff-8b12-43cc-8430-355b9e438c64,1359,Danielmouth,9d789acc-6a34-4283-be60-0cbac703af33,Joyce Fitzpatrick,jacobsonkim@example.net,12/20/2025,12/29/2025,Standard,4,-503.55,USD,No-Show
393d5cbe-57b0-4307-a8d3-5a1f56f8cfb1,1585,Cynthiaport,923f76cd-b35f-4060-854c-c4dc7363b259,Paul Shea,kathryn96@example.net,11/16/2025,11/23/2025,,1,306.52,INR,Cancelled
186a15e1-50c5-4139-a244-8805cf88381a,1404,Ashleyhaven,4338d00d-afd6-4faa-905b-5ed8f0f61b21,Mrs. Stacey Klein MD,sonyacamacho@example.com,2/8/2026,2/15/2026,Deluxe,4,456.29,INR,Cancelled
e1134672-056e-4148-9265-888805195bfe,1772,Mcintoshshire,cd557675-0d46-4651-8008-03412ee6153f,Casey Dorsey,johnsonbrian@example.com,4/9/2025,4/10/2025,Deluxe,1,249.39,USD,Confirmeeed
b2f20983-9999-4482-921c-757600e436f9,1342,Dorseyborough,4893fc13-598b-4c0c-b44a-f7a853a35650,Samantha Douglas,nvargas@example.org,3/6/2025,3/16/2025,Deluxe,2,461.92,INR,Confirmeeed
21e16316-a473-46d0-ac26-0466d848b9ad,1358,East Christineberg,4a3b08f8-f426-41d3-91cd-c6618471a308,Troy Fowler,rogersanne@example.org,10/31/2025,11/7/2025,Suite,1,301.59,INR,Cancelled
ad183c28-1fd4-4a19-beea-35f990a0bb3d,1833,West Keithfort,fb409d6f-c108-465c-8ed4-cfe6695060ab,Daniel Harris,invalid-email,11/7/2025,11/17/2025,Standard,4,404.65,USD,Confirmed
2bbe85fb-ae1d-497f-b2de-bf4e2fed59e8,1814,South Keith,06b9f150-bc7f-4a79-bfd3-c4a98deae9c2,Robert Schneider,jeanettenielsen@example.net,4/27/2026,11/20/2025,Standard,4,477.2,EUR,No-Show
a3d9bdb9-0002-4051-b7f8-a96ef0124b14,1699,West Lisa,c2eccafc-fe40-4fcc-8919-b114fada044b,Mr. James Cobb,nathan66@example.org,10/10/2025,11/20/2025,Suite,4,314.46,USD,Confirmed
9736a50f-57d4-488c-a019-37ee13b10420,1883,New Andrew,401d209d-8b6b-47a5-9c22-0eca6ac9cc6e,Craig Fletcher,invalid-email,1/17/2025,1/20/2025,Deluxe,3,255.09,USD,Cancelled
d920d9c8-7fe6-4e6b-9cc0-54ff8962d44e,1680,Port Josephfurt,,Laura Walker,xhunt@example.org,1/30/2026,2/9/2026,Deluxe,1,547.6,INR,Confirmed
41ceccf5-87a1-4ab6-b068-f0823dad8058,1221,Josephside,ce4a4b78-7022-4923-8da6-ced8190fbc48,Emily Nash,invalid-email,6/11/2025,6/21/2025,Suite,5,584.31,INR,Cancelled
2ece00b9-1ddc-431b-8729-49887f4e1242,1135,New Meganton,cd53e9ec-da89-466e-aa79-122f4e4a25cd,Joseph Donaldson,smithsarah@example.org,12/16/2024,12/23/2024,Deluxe,2,147.79,INR,No-Show
fc90c5a5-31c8-4d82-b719-0d9afada6b1a,1938,Christopherton,732f1773-3dea-492d-841f-edd024b3fa0a,Carmen Johnson,invalid-email,12/20/2025,12/25/2025,Deluxe,3,129.39,EUR,Cancelled
88d0a2fa-a721-4dfe-88f7-1c9ada8837fe,1746,Warrenborough,9f80e73f-66fc-42b3-8f69-461fd7415e3a,Laura Fleming,richlaura@example.com,9/11/2025,9/14/2025,Standard,3,337.53,INR,No-Show
85ecc7b0-990f-4d2c-97c9-409d92bbeb89,1055,Robertland,d795d62d-7619-4f47-97e6-c2ab5bace4cd,Edward Duffy,fwiley@example.net,2/17/2026,2/20/2026,Standard,1,215.14,USD,Confirmed
0e680545-11b1-44cd-9ba1-8dd29a7568d1,1422,Lake Sarahshire,11390097-d06e-46d0-99ae-77d015f5a246,Keith Freeman,brownkenneth@example.net,7/2/2025,7/10/2025,Standard,4,113.95,USD,Confirmeeed
ca7264e6-1535-4c09-8e44-c80c4acf361d,1954,Deckershire,d423520d-8ed3-4201-ba8d-2674cb61c6a9,Robert Morris,invalid-email,5/10/2026,5/17/2026,Standard,5,366.75,INR,No-Show
2bd9a04d-e76b-4f12-b5d4-d99736cb7663,1821,Brianbury,2aa8f7cf-6cc8-4fa2-a868-fb62189d29d6,Shannon Shaffer,jefferysmith@example.com,5/16/2026,5/20/2026,Deluxe,2,572.13,INR,Cancelled
6cd590f8-5386-4047-b212-68a6de892c57,1665,Gardnerhaven,e8820a69-f474-4f3c-abc6-3f1408f5aaf9,Michael Peterson,ernestlee@example.com,5/18/2025,5/25/2025,Suite,4,507.05,USD,No-Show
c8626def-ce37-4dab-ba61-268fd8af592c,1986,New Angelaside,625bc970-33e4-48dc-9d7f-39834fb9edde,Lisa Cooper,jlee@example.net,12/15/2024,12/24/2024,Suite,5,459.45,INR,Cancelled
32a900c4-e5fd-46db-a6a2-e494f86132eb,1710,Smithburgh,6add61f4-4dd9-4812-9630-d42ba650da20,Chad Caldwell,invalid-email,12/12/2024,12/16/2024,Deluxe,3,539.79,EUR,Confirmed
b69975c2-abee-4e1c-b555-cc5befc4a127,1171,Rodriguezmouth,d8b6b8dc-24bb-493e-9d7c-54c5dc350536,Randall Martinez,sherihernandez@example.com,3/12/2026,11/20/2025,Standard,5,293.11,USD,Confirmed
48e8dd08-d523-4416-8f90-4540cd586316,1240,Stevenshire,b6be2879-adf8-4ba5-90f4-3bc47d75ba52,Andrew Adams,johnsonjennifer@example.org,12/17/2025,11/20/2025,Standard,1,355.37,USD,Confirmed
f887b577-ecb0-41f6-a785-c29c02375f36,1801,Brittneyberg,bb584519-d37d-48d0-88ca-b8c0ab4aefd8,Rebecca Simpson,jenna92@example.com,8/15/2025,8/16/2025,Deluxe,2,476.77,EUR,Cancelled
579fd6a4-4293-4be4-b7ca-fed1aa672c73,1756,Gonzalezchester,8cec67fc-8b60-4eaf-94e0-60ef3e63d562,Lindsey Irwin,stephen44@example.net,6/27/2025,6/30/2025,Standard,2,477.84,INR,Confirmeeed
17fdd062-3cf1-488f-a7fc-47c9cd291ae0,1150,Westville,8c11d258-99a4-4532-a4fd-49a8b48bbeb6,Mrs. Marissa Burns MD,richbrian@example.com,6/15/2025,11/20/2025,Deluxe,3,594.31,USD,Confirmed
c871369b-2f54-4f0e-b782-9dd899ff3571,1277,Hendersonburgh,eea7b9a3-6c94-495a-a946-5d65d6f94f0c,Lisa Contreras,timothy26@example.org,1/7/2025,1/10/2025,Deluxe,1,422.34,EUR,Cancelled
5d1bd8d0-78bd-47d1-a297-d689563887a5,1689,Harmonview,1898ec1f-30d1-473a-886a-b4b0f20ee067,David Rubio,sarastark@example.org,10/10/2025,10/11/2025,Deluxe,2,61.99,USD,Confirmed
3a1eb0f8-4135-4f54-991b-c1814bb5a867,1989,East Paula,23503cbc-144a-4675-92b4-3a07e98a2fe4,Justin Stafford,rothjason@example.com,6/23/2025,6/25/2025,Deluxe,5,286.22,EUR,Confirmeeed
138b11e9-eb36-4d7c-865f-b0fdc92fde0a,1782,New Patricia,e194f540-c024-442e-9f04-a388210692a5,Todd Smith,stownsend@example.org,6/10/2025,6/13/2025,Standard,3,542.7,USD,Confirmed
3c8513cc-afdb-412f-8738-9948b67eb4a9,1337,Bassmouth,04f69ab8-abbc-46d6-bf37-9be7ea35b964,Benjamin Robbins,invalid-email,7/16/2025,7/22/2025,Standard,1,584.7,INR,Confirmed
709cf892-dccf-4e72-b57f-284aca9f4fe7,1220,Port Larryshire,20e14d15-c060-410e-87e4-f230c77be581,Mrs. Pamela House,crystalramirez@example.net,5/11/2025,11/20/2025,Suite,1,269.47,INR,No-Show
c9318151-ca84-4b5b-be8a-ee3bfdd50f4a,1277,West Karen,2efb254e-67fa-44f7-ba93-c9e85be6e811,Wanda Schmitt,samantha08@example.com,1/27/2026,2/3/2026,Deluxe,4,249.14,EUR,Confirmed
f78b4dda-2cca-4755-8dd5-b9a0ec61fe5c,1408,Mollyburgh,23bc64be-4865-4879-ac24-3a5c0bd2493c,Ann Watson DDS,watkinseugene@example.net,10/11/2025,10/14/2025,Standard,2,232.34,EUR,Confirmeeed
7f457c2b-dc4d-4599-9c83-bb0754c02d83,1556,Lisamouth,9f8def32-3f1e-4b1c-9d8c-8a1d8cd293cd,Cynthia Blair,andrew72@example.org,1/12/2026,1/21/2026,Standard,5,403.42,USD,No-Show
0c8bd98e-8b1c-4cb7-8ce5-8dbb0ffa9786,1359,Hardyton,2ff7ee1b-ff8f-4963-a0e1-860c60d5f46e,John Salazar,invalid-email,9/12/2025,9/18/2025,Suite,3,164.04,EUR,Confirmed
2805a103-59ef-4698-a865-adc3ad886c6c,1180,South Juliemouth,42c6f196-9a03-49f8-bea4-fa587bb921c2,John Martinez,robert38@example.org,12/30/2024,1/5/2025,Deluxe,5,580.5,USD,Cancelled
862dc310-b317-4fb0-bae2-0128349d187d,1679,Markshire,6731ed5f-7ca0-4aa7-8a86-f71f56befe12,Donna Jones,wendyjohnston@example.org,7/21/2025,7/30/2025,Suite,5,298.11,USD,No-Show
361e26d5-a518-4dbf-8161-aea96820885a,1586,West Lisa,ec59b1eb-9662-4a2b-a52a-fb7a409d43d1,Hannah Brown,derek83@example.net,31-02-2024,7/23/2025,Suite,5,303.82,EUR,No-Show
a2a68547-7e56-4e2b-8fbe-badbe09005d6,1800,Jensenport,22b97bfd-028c-49b8-b90e-d109d5d08c2a,Misty Obrien,invalid-email,2/5/2026,2/7/2026,Standard,1,235.58,USD,No-Show
f5f5a661-b72b-45ac-b63b-ebcfd22c5fc6,1363,Travisburgh,02c4ac73-7a20-4505-b3e1-7c2a899062eb,Colleen Cruz,aimee79@example.net,4/8/2025,4/16/2025,Deluxe,4,365.3,USD,Cancelled
634ab0e2-665c-4d3c-80c9-bb199a51b039,1918,Stephanieside,ce67c2b8-db11-4215-98ea-f7f34b1be50e,Tyler Pace,invalid-email,6/16/2025,6/24/2025,Standard,1,51.77,EUR,Cancelled
26928a29-f8bc-48bc-a1a3-e5a9f24499df,1595,New Samantha,dec80b1d-3338-45af-b09a-b791703b5dbd,Dylan Wallace,michaelpayne@example.org,4/18/2026,4/19/2026,Standard,3,107.92,INR,No-Show
35ee184e-1a7b-480d-b565-aeb5953537d5,1246,Wileytown,842dd589-7f62-477e-8ebd-06f814a7817c,Crystal Cantrell,terrimiller@example.net,12/22/2025,12/23/2025,Standard,1,263.64,USD,Confirmeeed
